F;A;M;Z;element;J;decay mode;% branch;excitation energy [MeV];Q [MeV];T½;abundance;atomic mass [MeV];uncertain in mass [MeV];S;date;T½ [s]
;133;M;56;Ba;11/2-;IT;99.99;0.2883;0.288;38.93 H 10;;-87.2647;0.0000;;201104;1.40E+05
;133;M;56;Ba;11/2-;EC;0.01;0.2883;0.805;38.93 H 10;;-87.2647;0.0000;;201104;1.40E+05
;134;;56;Ba;0+;;;0.0000;0.000;STABLE;2.417% 18;-88.9500;0.0000;;200410;0.00E+00
!;134;M;56;Ba;(10+);IT;100.00;2.9572;2.957;2.63 US 14;;-85.9928;0.0000;;200410;2.63E-06
;135;;56;Ba;3/2+;;;0.0000;0.000;STABLE;6.592% 12;-87.8500;0.0000;;200803;0.00E+00
;135;M;56;Ba;11/2-;IT;100.00;0.2682;0.268;28.7 H 2;;-87.5818;0.0000;;200803;1.03E+05
;136;;56;Ba;0+;;;0.0000;0.000;STABLE;7.854% 24;-88.8870;0.0000;;200206;0.00E+00
;136;M;56;Ba;7-;IT;100.00;2.0305;2.030;0.3084 S 19;;-86.8565;0.0000;;200206;3.08E-01
F;137;;56;Ba;3/2+;;;0.0000;0.000;STABLE;11.232% 24;-87.7210;0.0000;;200709;0.00E+00
;137;M;56;Ba;11/2-;IT;100.00;0.6617;0.662;2.552 M 1;;-87.0593;0.0000;;200709;1.53E+02
F;138;;56;Ba;0+;;;0.0000;0.000;STABLE;71.698% 42;-88.2610;0.0000;;200305;0.00E+00
F;139;;56;Ba;7/2-;B-;100.00;0.0000;2.318;83.06 M 28;;-84.9140;0.0000;;200104;4.98E+03
F;140;;56;Ba;0+;B-;100.00;0.0000;1.050;12.7527 D 23;;-83.2700;0.0070;;200707;1.10E+06
F;141;;56;Ba;3/2-;B-;100.00;0.0000;3.213;18.27 M 7;;-79.7330;0.0050;;200103;1.10E+03
F;142;;56;Ba;0+;B-;100.00;0.0000;2.212;10.6 M 2;;-77.8450;0.0060;;;6.36E+02
F;143;;56;Ba;5/2-;B-;100.00;0.0000;4.251;14.5 S 3;;-73.9370;0.0060;;200201;1.45E+01
F;144;;56;Ba;0+;B-;100.00;0.0000;3.123;11.5 S 2;;-71.7670;0.0070;;200108;1.15E+01
F;144;;56;Ba;0+;BN;3.60;0.0000;-1.653;11.5 S 2;;-71.7670;0.0070;;200108;1.15E+01
F;145;;56;Ba;5/2-;B-;100.00;0.0000;5.572;4.31 S 16;;-67.5160;0.0080;;200902;4.31E+00
F;146;;56;Ba;0+;B-;100.00;0.0000;4.123;2.22 S 7;;-64.9400;0.0200;;971202;2.22E+00
F;147;;56;Ba;(3/2-);B-;100.00;0.0000;6.250;0.894 S 10;;-60.2640;0.0190;;200902;8.94E-01
F;147;;56;Ba;(3/2-);BN;0.06;0.0000;0.453;0.894 S 10;;-60.2640;0.0190;;200902;8.94E-01
F;148;;56;Ba;0+;B-;100.00;0.0000;5.115;0.612 S 17;;-57.5930;0.0630;;200004;6.12E-01
F;148;;56;Ba;0+;BN;0.40;0.0000;0.764;0.612 S 17;;-57.5930;0.0630;;200004;6.12E-01
F;149;;56;Ba;;B-;100.00;0.0000;7.309;0.344 S 7;;-53.1700;0.1960;S;200406;3.44E-01
F;149;;56;Ba;;BN;0.43;0.0000;1.571;0.344 S 7;;-53.1700;0.1960;S;200406;3.44E-01
;150;;56;Ba;0+;B-;100.00;0.0000;6.437;0.3 S;;-50.3470;0.4010;S;;3.00E-01
;150;;56;Ba;0+;BN;;0.0000;2.125;0.3 S;;-50.3470;0.4010;S;;3.00E-01
;151;;56;Ba;;B-;;0.0000;8.467;300 NS GT;;-45.5690;0.4010;S;200901;3.00E-07
;151;;56;Ba;;BN;;0.0000;3.144;300 NS GT;;-45.5690;0.4010;S;200901;3.00E-07
;152;;56;Ba;0+;B-;;0.0000;7.471;406 NS GT;;-42.3640;0.5030;S;;4.06E-07
;152;;56;Ba;0+;BN;;0.0000;3.619;406 NS GT;;-42.3640;0.5030;S;;4.06E-07
;153;;56;Ba;;B-;?;;9.306;;;-37.1670;0.5030;S;NUBASE;0.00E+00
;117;;57;La;(3/2+,3/2-;P;93.90;0.0000;0.803;23.5 MS 26;;-46.4950;0.4010;S;201101;2.35E-02
;117;;57;La;(3/2+,3/2-;EC;6.10;0.0000;10.776;23.5 MS 26;;-46.4950;0.4010;S;201101;2.35E-02
;117;M;57;La;(9/2+);P;97.40;0.1510;0.954;10 MS 5;;-46.3440;0.4010;S;201101;1.00E-02
;117;M;57;La;(9/2+);EC;2.60;0.1510;10.927;10 MS 5;;-46.3440;0.4010;S;201101;1.00E-02
;118;;57;La;;EC;?;0.0000;12.752;;;-49.6210;0.2980;S;NUBASE;0.00E+00
;119;;57;La;;EC;?;0.0000;9.623;;;-54.9670;0.4010;S;NUBASE;0.00E+00
;120;M;57;La;;EC;100.00;0.0000;11.201;2.8 S 2;;-57.6870;0.5030;S;200209;2.80E+00
;120;M;57;La;;EP;>  0.00;0.0000;7.329;2.8 S 2;;-57.6870;0.5030;S;200209;2.80E+00
;121;;57;La;;EC;100.00;0.0000;8.342;5.3 S 2;;-62.4010;0.5030;S;201006;5.30E+00
;122;;57;La;;EC;100.00;0.0000;10.066;8.6 S 5;;-64.5430;0.2980;S;200704;8.60E+00
;122;;57;La;;EP;;0.0000;5.268;8.6 S 5;;-64.5430;0.2980;S;200704;8.60E+00
;123;;57;La;;EC;100.00;0.0000;6.948;17 S 3;;-68.7070;0.1960;S;200410;1.70E+01
;124;M;57;La;(8-);EC;100.00;0.0000;8.831;29.21 S 17;;-70.2580;0.0560;;200807;2.92E+01
;124;M;57;La;;EC;100.00;0.0000;8.831;21 S 4;;-70.2580;0.0560;;200807;2.10E+01
;125;;57;La;(3/2+);EC;100.00;0.0000;5.909;64.8 S 12;;-73.7590;0.0250;;201102;6.48E+01
;125;M;57;La;;;;0.1070;0.000;0.39 S 4;;-73.6520;0.0250;;201102;3.90E-01
;126;M;57;La;(5+);EC;>  0.00;0.0000;7.696;54 S 2;;-74.9730;0.0900;;200301;5.40E+01
;126;M;57;La;(0-,1,2-);EC;;0.0000;7.696;50 S LT;;-74.9730;0.0900;;200301;5.00E+01
;126;M;57;La;(0-,1,2-);IT;;0.0000;0.000;50 S LT;;-74.9730;0.0900;;200301;5.00E+01
;127;;57;La;(11/2-);EC;100.00;0.0000;4.920;5.1 M 1;;-77.8950;0.0250;;199601;3.06E+02
;127;M;57;La;(3/2+);EC;100.00;0.0148;4.935;3.7 M 4;;-77.8802;0.0250;;199601;2.22E+02
;127;M;57;La;(3/2+);IT;;0.0148;0.015;3.7 M 4;;-77.8802;0.0250;;199601;2.22E+02
;128;;57;La;(5+);EC;100.00;0.0000;6.770;5.18 M 14;;-78.6310;0.0540;;200112;3.11E+02
;128;M;57;La;(1+,2-);EC;100.00;0.0000;6.770;1.4 M LT;;-78.6310;0.0540;;200112;8.40E+01
;129;;57;La;3/2+;EC;100.00;0.0000;3.738;11.6 M 2;;-81.3260;0.0200;;199605;6.96E+02
;129;M;57;La;11/2-;IT;100.00;0.1721;0.172;0.56 S 5;;-81.1539;0.0200;;199605;5.60E-01
;130;;57;La;3(+);EC;100.00;0.0000;5.634;8.7 M 1;;-81.6280;0.0250;;200107;5.22E+02
;131;;57;La;3/2+;EC;100.00;0.0000;2.915;59 M 2;;-83.7690;0.0270;;200612;3.54E+03
!;131;M;57;La;11/2-;IT;100.00;0.3046;0.305;170 US 7;;-83.4644;0.0270;;200612;1.70E-04
;132;;57;La;2-;EC;100.00;0.0000;4.695;4.8 H 2;;-83.7230;0.0360;;200504;1.73E+04
;132;M;57;La;6-;IT;76.00;0.1882;0.188;24.3 M 5;;-83.5348;0.0360;;200504;1.46E+03
;132;M;57;La;6-;EC;24.00;0.1882;4.883;24.3 M 5;;-83.5348;0.0360;;200504;1.46E+03
;133;;57;La;5/2+;EC;100.00;0.0000;2.059;3.912 H 8;;-85.4940;0.0270;;201104;1.41E+04
;134;;57;La;1+;EC;100.00;0.0000;3.731;6.45 M 16;;-85.2180;0.0190;;200410;3.87E+02
!;134;M;57;La;;IT;100.00;0.3364;0.336;29 US 4;;-84.8816;0.0190;;200410;2.90E-05
;135;;57;La;5/2+;EC;100.00;0.0000;1.200;19.5 H 2;;-86.6500;0.0100;;200803;7.02E+04
;136;;57;La;1+;EC;100.00;0.0000;0.431;9.87 M 3;;-86.0360;0.0520;;200206;5.92E+02
;136;M;57;La;(8+);IT;100.00;0.2300;0.230;114 MS 3;;-85.8060;0.0520;;200206;1.14E-01
;137;;57;La;7/2+;EC;100.00;0.0000;0.621;6E+4 Y 2;;-87.1060;0.0120;;200709;1.89E+12
;138;;57;La;5+;EC;65.60;0.0000;1.738;1.02E+11 Y 1;0.08881% 71;-86.5210;0.0030;;200305;3.22E+18
;138;;57;La;5+;B-;34.40;0.0000;1.044;1.02E+11 Y 1;;-86.5210;0.0030;;200305;3.22E+18
;139;;57;La;7/2+;;;0.0000;0.000;STABLE;99.9119% 71;-87.2280;0.0020;;200104;0.00E+00
F;140;;57;La;3-;B-;100.00;0.0000;3.762;1.67855 D 12;;-84.3170;0.0020;;200707;1.45E+05
F;141;;57;La;(7/2+);B-;100.00;0.0000;2.502;3.92 H 3;;-82.9340;0.0040;;200103;1.41E+04
F;142;;57;La;2-;B-;100.00;0.0000;4.504;91.1 M 5;;-80.0220;0.0060;;;5.47E+03
F;143;;57;La;(7/2)+;B-;100.00;0.0000;3.425;14.2 M 1;;-78.1710;0.0070;;200201;8.52E+02
F;144;;57;La;(3-);B-;100.00;0.0000;5.545;40.8 S 4;;-74.8330;0.0170;;200108;4.08E+01
F;145;;57;La;(5/2+);B-;100.00;0.0000;4.110;24.8 S 20;;-72.8320;0.0120;;200902;2.48E+01
F;146;;57;La;2-;B-;100.00;0.0000;6.553;6.27 S 10;;-69.0490;0.0330;;971202;6.27E+00
;146;M;57;La;(6-);B-;100.00;0.0000;6.553;10.0 S 1;;-69.0490;0.0330;;971202;1.00E+01
F;147;;57;La;(3/2+);B-;100.00;0.0000;5.180;4.06 S 4;;-66.6780;0.0100;;200902;4.06E+00
F;147;;57;La;(3/2+);BN;0.04;0.0000;0.756;4.06 S 4;;-66.6780;0.0100;;200902;4.06E+00
F;148;;57;La;(2-);B-;100.00;0.0000;7.262;1.26 S 8;;-62.7080;0.0190;;200004;1.26E+00
F;148;;57;La;(2-);BN;0.15;0.0000;0.829;1.26 S 8;;-62.7080;0.0190;;200004;1.26E+00
F;149;;57;La;(3/2-);B-;100.00;0.0000;5.900;1.05 S 3;;-60.2190;0.2000;;200708;1.05E+00
F;149;;57;La;(3/2-);BN;1.43;0.0000;1.524;1.05 S 3;;-60.2190;0.2000;;200708;1.05E+00
F;150;;57;La;(3+);B-;100.00;0.0000;7.788;0.86 S 5;;-56.5510;0.1960;S;;8.60E-01
F;150;;57;La;(3+);BN;2.70;0.0000;1.588;0.86 S 5;;-56.5510;0.1960;S;;8.60E-01
F;151;;57;La;;B-;;0.0000;7.213;300 NS GT;;-53.8870;0.1960;S;200901;3.00E-07
F;151;;57;La;;BN;;0.0000;2.465;300 NS GT;;-53.8870;0.1960;S;200901;3.00E-07
;152;;57;La;;B-;100.00;0.0000;9.045;150 NS GT;;-49.7320;0.2980;S;;1.50E-07
;153;;57;La;;B-;?;0.0000;8.421;100 NS GT;;-46.5650;0.2980;S;200602;1.00E-07
;154;;57;La;;B-;?;;10.321;;;-42.0380;0.4010;S;NUBASE;0.00E+00
;155;;57;La;;B-;?;;9.604;;;-38.4710;0.5030;S;NUBASE;0.00E+00
;119;;58;Ce;;EC;?;;10.964;;;-43.8640;0.5960;S;NUBASE;0.00E+00
;120;;58;Ce;0+;EC;?;;7.983;;;-49.5460;0.6990;S;NUBASE;0.00E+00
;121;;58;Ce;(5/2);EC;100.00;0.0000;9.697;1.1 S 1;;-52.5270;0.5030;S;201006;1.10E+00
;121;;58;Ce;(5/2);EP;@  1.00;0.0000;8.896;1.1 S 1;;-52.5270;0.5030;S;201006;1.10E+00
;122;;58;Ce;0+;EC;;0.0000;6.707;;;-57.6970;0.4010;S;200704;0.00E+00
;122;;58;Ce;0+;EP;;0.0000;5.617;;;-57.6970;0.4010;S;200704;0.00E+00
;123;;58;Ce;(5/2);EC;100.00;0.0000;8.532;3.8 S 2;;-60.0910;0.2980;S;200410;3.80E+00
;123;;58;Ce;(5/2);EP;>  0.00;0.0000;7.145;3.8 S 2;;-60.0910;0.2980;S;200410;3.80E+00
;124;;58;Ce;0+;EC;100.00;0.0000;5.436;6 S 2;;-64.6270;0.2980;S;200807;6.00E+00
;125;;58;Ce;(7/2-);EC;100.00;0.0000;7.102;9.7 S 3;;-66.6580;0.1960;S;201102;9.70E+00
;125;;58;Ce;(7/2-);EP;;0.0000;5.143;9.7 S 3;;-66.6580;0.1960;S;201102;9.70E+00
;126;;58;Ce;0+;EC;100.00;0.0000;4.153;51.0 S 3;;-70.8200;0.0270;;200301;5.10E+01
;127;;58;Ce;(1/2+);EC;100.00;0.0000;5.920;34 S 2;;-71.9750;0.0570;;201108;3.40E+01
;127;M;58;Ce;(5/2+);EC;100.00;0.0073;5.927;28.6 S 7;;-71.9677;0.0570;;201108;2.86E+01
;128;;58;Ce;0+;EC;100.00;0.0000;3.098;3.93 M 2;;-75.5330;0.0270;;200112;2.36E+02
;129;;58;Ce;5/2+;EC;>  0.00;0.0000;5.039;3.5 M 5;;-76.2870;0.0270;;199706;2.10E+02
;130;;58;Ce;0+;EC;100.00;0.0000;2.205;22.9 M 5;;-79.4220;0.0270;;200107;1.37E+03
;131;;58;Ce;7/2+;EC;100.00;0.0000;4.054;10.3 M 3;;-79.7070;0.0320;;200612;6.18E+02
;131;M;58;Ce;(1/2+);EC;100.00;0.0631;4.117;5.4 M 4;;-79.6439;0.0320;;200612;3.24E+02
;131;M;58;Ce;(1/2+);IT;;0.0631;0.063;5.4 M 4;;-79.6439;0.0320;;200612;3.24E+02
;132;;58;Ce;0+;EC;100.00;0.0000;1.266;3.51 H 11;;-82.4710;0.0200;;200504;1.26E+04
;132;M;58;Ce;(8-);IT;100.00;2.3411;2.341;9.4 MS 3;;-80.1299;0.0200;;200504;9.40E-03
;133;;58;Ce;1/2+;EC;100.00;0.0000;3.071;97 M 4;;-82.4230;0.0160;;201104;5.82E+03
;133;M;58;Ce;9/2-;EC;;0.0372;3.108;5.1 H 3;;-82.3858;0.0160;;201104;1.84E+04
;133;M;58;Ce;9/2-;IT;;0.0372;0.037;5.1 H 3;;-82.3858;0.0160;;201104;1.84E+04
;134;;58;Ce;0+;EC;100.00;0.0000;0.383;3.16 D 4;;-84.8350;0.0200;;200410;2.73E+05
;135;;58;Ce;1/2(+);EC;100.00;0.0000;2.026;17.7 H 3;;-84.6250;0.0110;;200803;6.37E+04
;135;M;58;Ce;(11/2-);IT;100.00;0.4458;0.446;20 S 1;;-84.1792;0.0110;;200803;2.00E+01
;136;;58;Ce;0+;2EC;;0.0000;0.000;0.7E+14 Y GT;0.185% 2;-86.4730;0.0120;;200206;2.21E+21
!;136;M;58;Ce;10+;IT;100.00;3.0955;3.095;2.2 US 2;;-83.3775;0.0120;;200206;2.20E-06
;137;;58;Ce;3/2+;EC;100.00;0.0000;1.222;9.0 H 3;;-85.8830;0.0120;;200709;3.24E+04
;137;M;58;Ce;11/2-;IT;99.21;0.2543;0.254;34.4 H 3;;-85.6287;0.0120;;200709;1.24E+05
;137;M;58;Ce;11/2-;EC;0.79;0.2543;1.476;34.4 H 3;;-85.6287;0.0120;;200709;1.24E+05
;138;;58;Ce;0+;2EC;100.00;0.0000;0.000;0.9E+14 Y GE;0.251% 2;-87.5640;0.0100;;200305;2.84E+21
;138;M;58;Ce;7-;IT;100.00;2.1292;2.129;8.65 MS 20;;-85.4348;0.0100;;200305;8.65E-03
!;138;M;58;Ce;10+;IT;100.00;3.5391;3.539;81 NS 2;;-84.0249;0.0100;;200305;8.10E-08
;139;;58;Ce;3/2+;EC;100.00;0.0000;0.279;137.641 D 20;;-86.9490;0.0070;;200104;1.19E+07
;139;M;58;Ce;11/2-;IT;100.00;0.7542;0.754;54.8 S 10;;-86.1948;0.0070;;200104;5.48E+01
;140;;58;Ce;0+;;;0.0000;0.000;STABLE;88.450% 51;-88.0780;0.0020;;200707;0.00E+00
;141;;58;Ce;7/2-;B-;100.00;0.0000;0.581;32.508 D 13;;-85.4350;0.0020;;200103;2.81E+06
F;142;;58;Ce;0+;2B-;;0.0000;1.417;5E+16 Y GT;11.114% 51;-84.5320;0.0020;;;1.58E+24
F;143;;58;Ce;3/2-;B-;100.00;0.0000;1.461;33.039 H 6;;-81.6050;0.0020;;200201;1.19E+05
F;144;;58;Ce;0+;B-;100.00;0.0000;0.319;284.91 D 5;;-80.4310;0.0030;;200108;2.46E+07
F;145;;58;Ce;(5/2-);B-;100.00;0.0000;2.535;3.01 M 6;;-77.0920;0.0370;;200902;1.81E+02
F;146;;58;Ce;0+;B-;100.00;0.0000;1.038;13.52 M 13;;-75.6400;0.0180;;971202;8.11E+02
F;147;;58;Ce;(5/2-);B-;100.00;0.0000;3.426;56.4 S 10;;-72.0130;0.0080;;200902;5.64E+01
F;148;;58;Ce;0+;B-;100.00;0.0000;2.140;56 S 1;;-70.3980;0.0110;;200004;5.60E+01
F;149;;58;Ce;(3/2-);B-;100.00;0.0000;4.361;5.3 S 2;;-66.6690;0.0100;;200406;5.30E+00
F;150;;58;Ce;0+;B-;100.00;0.0000;3.480;4.0 S 6;;-64.8490;0.0120;;;4.00E+00
F;151;;58;Ce;(5/2+);B-;100.00;0.0000;5.270;1.76 S 6;;-61.2250;0.0170;;200901;1.76E+00
;151;M;58;Ce;;B-;;0.0000;5.270;1.02 S 6;;-61.2250;0.0170;;200901;1.02E+00
F;152;;58;Ce;0+;B-;100.00;0.0000;4.695;1.4 S 2;;-59.3080;0.1960;S;;1.40E+00
F;153;;58;Ce;;B-;?;0.0000;6.279;100 NS GT;;-55.2280;0.2980;S;200602;1.00E-07
;154;;58;Ce;0+;B-;100.00;0.0000;5.498;100 NS GT;;-52.7320;0.2980;S;200910;1.00E-07
;155;;58;Ce;;B-;?;0.0000;7.377;300 NS GT;;-48.2510;0.4010;S;200501;3.00E-07
;156;;58;Ce;0+;B-;?;;6.511;;;-45.3360;0.4010;S;NUBASE;0.00E+00
;157;;58;Ce;;B-;?;;8.300;;;-40.4450;0.5030;S;NUBASE;0.00E+00
;121;;59;Pr;(3/2);P;100.00;0.0000;0.837;10 MS +6-3;;-41.3680;0.6990;S;201006;1.00E-02
;122;;59;Pr;;EC;?;0.0000;12.948;0.5 S AP;;-44.7400;0.5030;S;;5.00E-01
;123;;59;Pr;;EC;?;0.0000;9.837;0.8 S AP;;-50.0860;0.5960;S;;8.00E-01
;124;;59;Pr;;EC;100.00;0.0000;11.690;1.2 S 2;;-52.9930;0.5960;S;200807;1.20E+00
;124;;59;Pr;;EP;>  0.00;0.0000;8.286;1.2 S 2;;-52.9930;0.5960;S;200807;1.20E+00
;125;;59;Pr;;EC;100.00;0.0000;8.747;3.3 S 7;;-57.7340;0.4010;S;201102;3.30E+00
;125;;59;Pr;;EP;;0.0000;5.059;3.3 S 7;;-57.7340;0.4010;S;201102;3.30E+00
;126;;59;Pr;>3;EC;100.00;0.0000;10.562;3.14 S 22;;-60.1370;0.1960;S;200301;3.14E+00
;126;;59;Pr;>3;EP;;0.0000;6.212;3.14 S 22;;-60.1370;0.1960;S;200301;3.14E+00
;127;;59;Pr;;EC;100.00;0.0000;7.544;4.2 S 3;;-64.3200;0.1960;S;980302;4.20E+00
;128;;59;Pr;4,5,6;EC;100.00;0.0000;9.203;2.84 S 9;;-66.3300;0.0290;;200112;2.84E+00
;129;;59;Pr;(11/2-);EC;>  0.00;0.0000;6.514;30 S 4;;-69.7730;0.0290;;199605;3.00E+01
;130;?;59;Pr;(7,8);EC;100.00;0.0000;8.247;40 S 4;;-71.1750;0.0640;;01GI17;4.00E+01
;130;?;59;Pr;(4+,5+);EC;100.00;0.0000;8.247;40 S 4;;-71.1750;0.0640;;01GI17;4.00E+01
;130;?;59;Pr;(2+);EC;100.00;0.0000;8.247;40 S 4;;-71.1750;0.0640;;01GI17;4.00E+01
;131;;59;Pr;(3/2+);EC;100.00;0.0000;5.437;1.51 M 2;;-74.3000;0.0460;;200612;9.06E+01
;131;M;59;Pr;(11/2-);IT;96.40;0.1524;0.152;5.73 S 20;;-74.1476;0.0460;;200612;5.73E+00
;131;M;59;Pr;(11/2-);EC;3.60;0.1524;5.589;5.73 S 20;;-74.1476;0.0460;;200612;5.73E+00
;132;;59;Pr;(2)+;EC;100.00;0.0000;7.261;1.6 M 3;;-75.2130;0.0560;;200504;9.60E+01
;133;;59;Pr;(3/2+);EC;100.00;0.0000;4.486;6.5 M 3;;-77.9370;0.0120;;201104;3.90E+02
;133;M;59;Pr;(11/2-);IT;100.00;0.1921;0.192;1.1 S 2;;-77.7449;0.0120;;201104;1.10E+00
;134;M;59;Pr;(6-);EC;100.00;0.0000;6.322;11 M AP;;-78.5140;0.0350;;200410;6.60E+02
;134;M;59;Pr;2-;EC;100.00;0.0000;6.322;17 M 2;;-78.5140;0.0350;;200410;1.02E+03
;135;;59;Pr;3/2(+);EC;100.00;0.0000;3.689;24 M 1;;-80.9350;0.0110;;200803;1.44E+03
!;135;M;59;Pr;(11/2-);IT;100.00;0.3581;0.358;105 US 10;;-80.5769;0.0110;;200803;1.05E-04
;136;;59;Pr;2+;EC;100.00;0.0000;5.141;13.1 M 1;;-81.3280;0.0120;;200206;7.86E+02
;137;;59;Pr;5/2+;EC;100.00;0.0000;2.701;1.28 H 3;;-83.1780;0.0110;;200709;4.61E+03
;138;;59;Pr;1+;EC;100.00;0.0000;4.437;1.45 M 5;;-83.1270;0.0140;;200305;8.70E+01
;138;M;59;Pr;7-;EC;100.00;0.3640;4.801;2.12 H 4;;-82.7630;0.0140;;200305;7.63E+03
;139;;59;Pr;5/2+;EC;100.00;0.0000;2.129;4.41 H 4;;-84.8200;0.0070;;200104;1.59E+04
;140;;59;Pr;1+;EC;100.00;0.0000;3.388;3.39 M 1;;-84.6900;0.0060;;200707;2.03E+02
!;140;M;59;Pr;5+;IT;100.00;0.1278;0.128;0.35 US 2;;-84.5622;0.0060;;200707;3.50E-07
!;140;M;59;Pr;(7)-;IT;100.00;0.7637;0.764;3.05 US 20;;-83.9263;0.0060;;200707;3.05E-06
;141;;59;Pr;5/2+;;;0.0000;0.000;STABLE;100%;-86.0150;0.0020;;200103;0.00E+00
;142;;59;Pr;2-;B-;99.98;0.0000;2.162;19.12 H 4;;-83.7870;0.0020;;;6.88E+04
;142;;59;Pr;2-;EC;0.02;0.0000;2.162;19.12 H 4;;-83.7870;0.0020;;;6.88E+04
;142;M;59;Pr;5-;IT;100.00;0.0037;0.004;14.6 M 5;;-83.7833;0.0020;;;8.76E+02
!;142;M;59;Pr;(9+);IT;100.00;0.9114;0.911;61 NS 6;;-82.8756;0.0020;;;6.10E-08
;143;;59;Pr;7/2+;B-;100.00;0.0000;0.934;13.57 D 2;;-83.0670;0.0020;;200201;1.17E+06
;144;;59;Pr;0-;B-;100.00;0.0000;2.998;17.28 M 5;;-80.7490;0.0030;;200108;1.04E+03
;144;M;59;Pr;3-;IT;99.93;0.0590;0.059;7.2 M 3;;-80.6900;0.0030;;200108;4.32E+02
;144;M;59;Pr;3-;B-;0.07;0.0590;3.057;7.2 M 3;;-80.6900;0.0030;;200108;4.32E+02
F;145;;59;Pr;7/2+;B-;100.00;0.0000;1.805;5.984 H 10;;-79.6260;0.0070;;200902;2.15E+04
F;146;;59;Pr;(2)-;B-;100.00;0.0000;4.217;24.15 M 18;;-76.6850;0.0350;;971202;1.45E+03
F;147;;59;Pr;(5/2+);B-;100.00;0.0000;2.697;13.4 M 3;;-75.4430;0.0150;;200902;8.04E+02
F;148;;59;Pr;1-;B-;100.00;0.0000;4.883;2.29 M 2;;-72.5350;0.0150;;200004;1.37E+02
;148;M;59;Pr;(4);B-;100.00;0.0900;4.973;2.01 M 7;;-72.4450;0.0150;;200004;1.21E+02
F;149;;59;Pr;(5/2+);B-;100.00;0.0000;3.324;2.26 M 7;;-71.0390;0.0090;;200406;1.36E+02
F;150;;59;Pr;(1)-;B-;100.00;0.0000;5.386;6.19 S 16;;-68.2990;0.0090;;;6.19E+00
F;151;;59;Pr;(3/2-);B-;100.00;0.0000;4.182;18.90 S 7;;-66.7800;0.0110;;200901;1.89E+01
F;152;;59;Pr;(4+);B-;100.00;0.0000;6.350;3.57 S 18;;-63.7580;0.0180;;;3.57E+00
F;153;;59;Pr;;B-;100.00;0.0000;5.720;4.28 S 11;;-61.5810;0.0140;;200602;4.28E+00
F;154;;59;Pr;(3+);B-;100.00;0.0000;7.490;2.3 S 1;;-58.1940;0.1510;;200910;2.30E+00
F;155;;59;Pr;;B-;?;0.0000;6.695;300 NS GT;;-55.7780;0.2980;S;200501;3.00E-07
;156;;59;Pr;;B-;?;0.0000;8.618;300 NS GT;;-51.9120;0.4010;S;199709;3.00E-07
;157;;59;Pr;;B-;?;;7.825;;;-48.9690;0.4010;S;NUBASE;0.00E+00
;158;;59;Pr;;B-;?;;9.669;;;-44.7300;0.5960;S;NUBASE;0.00E+00
;159;;59;Pr;;B-;?;;8.765;;;-41.4510;0.6990;S;NUBASE;0.00E+00
;124;;60;Nd;0+;EC;?;;8.635;;;-44.3020;0.5960;S;NUBASE;0.00E+00
;125;;60;Nd;(5/2);EC;100.00;0.0000;10.293;0.65 S 15;;-47.4040;0.4010;S;201102;6.50E-01
;125;;60;Nd;(5/2);EP;>  0.00;0.0000;9.916;0.65 S 15;;-47.4040;0.4010;S;201102;6.50E-01
;126;;60;Nd;0+;EC;;0.0000;7.368;200 NS GT;;-52.6010;0.4010;S;200301;2.00E-07
;126;;60;Nd;0+;EP;;0.0000;6.479;200 NS GT;;-52.6010;0.4010;S;200301;2.00E-07
;127;;60;Nd;;EC;100.00;0.0000;9.008;1.8 S 4;;-55.2840;0.4010;S;199601;1.80E+00
;127;;60;Nd;;EP;;0.0000;8.108;1.8 S 4;;-55.2840;0.4010;S;199601;1.80E+00
;128;;60;Nd;0+;EC;100.00;0.0000;6.147;5 S;;-60.0720;0.1960;S;200112;5.00E+00
;128;;60;Nd;0+;EP;;0.0000;4.503;5 S;;-60.0720;0.1960;S;200112;5.00E+00
;129;;60;Nd;(5/2+);EC;>  0.00;0.0000;7.539;4.9 S 2;;-62.2350;0.2020;S;200806;4.90E+00
;129;;60;Nd;(5/2+);EP;>  0.00;0.0000;6.010;4.9 S 2;;-62.2350;0.2020;S;200806;4.90E+00
;130;;60;Nd;0+;EC;100.00;0.0000;4.579;21 S 3;;-66.5960;0.0270;;01GI17;2.10E+01
;131;;60;Nd;(5/2+);EC;100.00;0.0000;6.509;25.4 S 9;;-67.7680;0.0270;;200612;2.54E+01
;131;;60;Nd;(5/2+);EP;>  0.00;0.0000;4.365;25.4 S 9;;-67.7680;0.0270;;200612;2.54E+01
;132;;60;Nd;0+;EC;100.00;0.0000;3.788;94 S 8;;-71.4250;0.0240;;200504;9.40E+01
;133;;60;Nd;(7/2+);EC;100.00;0.0000;5.605;70 S 10;;-72.3320;0.0460;;201104;7.00E+01
;133;M;60;Nd;(1/2+);EC;;0.1280;5.733;70 S AP;;-72.2040;0.0460;;201104;7.00E+01
;133;M;60;Nd;(1/2+);IT;;0.1280;0.128;70 S AP;;-72.2040;0.0460;;201104;7.00E+01
;134;;60;Nd;0+;EC;100.00;0.0000;2.868;8.5 M 15;;-75.6460;0.0110;;200410;5.10E+02
!;134;M;60;Nd;(8)-;IT;100.00;2.2930;2.293;410 US 30;;-73.3530;0.0110;;200410;4.10E-04
